J3KQB2	J3KQB2
P10354	P05059
P10354	P10645
P10354	P26339
O75643	O75643
O75643	Q6P4T2
O75643	NP_001032855
P52948	P52948
P52948	P52948-2
P52948	Q6PFD9
P52948	P49793
P52948	P52948-6
P27321	P27321
P27321	P51125
P27321	P20810-5
P27321	P20810
P27321	P20810-2
P27321	P20810-6
Q15464	Q15464
Q15464	Q6PD21
Q15464	XP_002726568
O35625	O35625
O35625	O70239
O35625	O15169
Q14157	Q14157
Q14157	Q14157-1
Q14157	E9PTR4
Q14157	Q80X50
P26045	P26045
P26045	A2ALK8
P26045	P29074
P26045	Q9WU22
P06332	P06332
P06332	P01730
Q9EQP2	Q9EQP2
Q9EQP2	Q9QXY6
Q9EQP2	Q9NZN3
Q9EQP2	Q9WVK4
Q9EQP2	Q9H4M9
Q9EQP2	Q9H223
Q9EQP2	Q641Z6
Q9EQP2	Q8R491
Q9EQP2	Q8R3Z7
Q9EQP2	Q8BH64
Q9EQP2	Q9NZN4
Q9EQP2	Q4V8H8
Q6AYT8	Q6AYT8
Q6AYT8	Q3TEW6
Q6AYT8	O95297
Q8IV50	Q8IV50
Q8IV50	Q9D7V2
Q8N6F7	Q8N6F7
Q8N6F7	Q6RFH4
Q15120	Q15120
Q15120	B5DFI9
Q15120	Q63065
Q15120	Q8BFP9
Q15120	Q15118
Q15120	Q16654
Q15120	O70571
Q15120	Q15119
Q15120	Q64536
Q15120	Q9JK42
P11960	P11960
P11960	P50136
P11960	P12694
P11960	NP_001116555
P10828	P10828
P10828	P37242-2
Q62165	Q62165
Q62165	F1M8K0
Q62165	Q14118
P21263-2	P21263-2
P21263-2	P21263
P21263-2	Q6P5H2
P48681	P48681
P48681	NP_001193520
Q8BUH7	Q8BUH7
Q8BUH7	Q9BY78
Q3ZB99	Q3ZB99
Q3ZB99	Q9UDY2
Q3ZB99	Q95168
Q3ZB99	F1MBN2
Q3ZB99	Q9Z0U1
Q8VI91	Q8VI91
Q8VI91	P57725
Q8VI91	Q9NSI8
O88942	O88942
Q9JIW5	Q9JIW5
Q9JIW5	O54835
Q9JIW5	O15198
Q9JIW5	Q15797
Q9JIW5	Q6P7A6
Q9JIW5	P70340
Q9JIW5	Q62432
Q9JIW5	P84025
Q9JIW5	P84022
Q9JIW5	Q15796
Q9JIW5	O70436
Q9JIW5	Q8BUN5
Q9JIW5	Q1W668
Q9JIW5	Q9R1V3
Q9JIW5	P97454
Q9JIW5	Q99717
P22449	P22449
P22449	P41235
P22449	P49698
Q9UBF6	Q9UBF6
P16070	P16070
P16070	P15379
Q8K4F0	Q8K4F0
Q8K4F0	D3ZS97
Q8K4F0	Q15762
Q8K3A9	Q8K3A9
Q8K3A9	XP_222048
Q8K3A9	Q7L2J0
Q92063	Q92063
Q6NV83	Q6NV83
Q6NV83	O15042
Q6NV83	A0A8I5ZXP5
Q9BR77	Q9BR77
Q9BR77	Q9CZH8
P62632	P62632
P62632	Q05639
P62632	P62630
P62632	P68104
P62632	P10126
P62632	P62631
Q16594	Q16594
Q16594	Q62880
Q16594	Q6NZA9
Q16594	Q9HBM6
Q16594	Q8VI33
Q02846	Q02846
Q02846	P52785
Q02846	P51840
Q02846	P51841
Q02846	Q5SDA5
Q02846	A0A0U1RPR8
Q8N5T2	Q8N5T2
O08623	O08623
O08623	Q64337
O08623	Q13501
P10636-3	P10636-3
P97820	P97820
P97820	Q6ZQ68
P97820	O95819-6
P97820	F1M754
P97820	Q9UKE5
P97820	D3ZZQ0
P97820	E1BIS8
P97820	P83510
P97820	Q9JM52
P97820	Q9JM52-3
P97820	O95819
P97820	NP_001258065
P97820	Q8N4C8-3
P97820	Q8N4C8-2
P97820	Q8N4C8
P97820	F1MI60
P97820	Q53TX8
P97820	XP_008765225
P97820	O95819-5
P49242	P49242
P49242	P61247
P49242	P97351
Q63716	Q63716
Q63716	Q61171
Q63716	P32119
Q63716	Q06830
Q63716	P35700
O88522	O88522
O88522	Q9Y6K9
O15021	O15021
O15021	M0R3L1
O15021	Q811L6
O15021	O15021-3
Q3TVI4	Q3TVI4
Q3TVI4	Q96MH2
Q3TVI4	B2RZ69
J3QN14	J3QN14
Q9D7Z3	Q9D7Z3
Q9D7Z3	Q9UMY1
Q15286	Q15286
Q15286	Q6PHN9
Q15286	Q5U316
Q15286	P62821
Q15286	Q9D1G1
Q15286	Q9H0U4
Q15286	P62820
Q15286	Q6NYB7
Q15286	Q92928
Q9R1K9	Q9R1K9
Q9R1K9	P41208
Q9R1K9	Q12798
Q9R1K9	O15182
Q9R1K9	O35648
Q9R1K9	G3V832
Q9R1K9	G3V9W0
P62991	P62991
P62991	P62989
P62991	P62988
P62991	Q15843
P62991	P29595
P67871	P67871
P67871	P67870
P67871	P67874
P67871	P67869
O70201	O70201
O70201	O15392
P63073	P63073
P63073	P06730
P63073	P63074
P61016	P61016
P61016	P61012
P61016	P26678
P61016	P61014
P61016	P61013
P61016	P61015
Q8CHP5	Q8CHP5
Q8CHP5	Q9BRP8
Q99MC0	Q99MC0
Q99MC0	BAA22995
Q99MC0	Q96A00
Q99MC0	Q91VC7
P62834	P62834
P62834	Q80ZJ1
P62834	Q8BU31
P62834	Q99JI6
P62834	P61224
P62834	Q9Y3L5
P62834	P61226
P62834	P61225
P62834	P10114
P62834	P62835
P62834	Q62636
P62834	P62836
P62834	A6NIZ1
P62834	P61223
P62834	Q61411
P62834	P01112
P62834	P32883
P62834	P01116
P62834	P01111
P62834	P08556
P62834	P01116-2
P62834	P32883-2
Q07813	Q07813
Q07813	Q07812
Q07813	Q63690
P53007	P53007
P53007	Q8JZU2
P46778	P46778
P46778	O09167
P46778	ENSMUSP00000079127
Q9WTP2	Q9WTP2
Q9WTP2	Q9C004
Q9WTP2	D3ZJA3
P63024	P63024
P63024	Q15836
P63024	P63025
Q4U2R1	Q4U2R1
Q4U2R1	O95714
Q4U2R1	D4ACN3
Q62425	Q62425
Q62425	O00483
Q62425	B2RZD6
Q6PEB6	Q6PEB6
Q6PEB6	Q9Y3A3
Q6PEB6	Q9QYW3
Q2TA50	Q2TA50
Q2TA50	Q16655
Q9UIV1	Q9UIV1
Q9UIV1	Q9UFF9
Q9H4R4	Q9H4R4
P43359	P43359
P63326	P63326
P63326	P63325
P63326	P46783
P63326	Q9NQ39
Q86XX4	Q86XX4
Q86XX4	Q80T14
Q86XX4	XP_001062280
O35607	O35607
O35607	Q13873
O35607	F1LQC5
P04627	P04627
P04627	P14056
P04627	P10398
P04627	Q5BIM4
P04627	Q99N57
P04627	P05625
P04627	P04049
P04627	P11345
E9QAN8	E9QAN8
E9QAN8	O00750
G3UYQ4	G3UYQ4
G3UYQ4	Q5TCS8
XP_215736	XP_215736
XP_215736	Q6PR54
XP_215736	Q5UIP0
XP_215736	Q5UIP0-2
Q8K3H5	Q8K3H5
Q8K3H5	Q8NEV4
P47810	P47810
P47810	P30291
P47810	Q63802
Q14CH1	Q14CH1
Q14CH1	Q96EN8
D3ZH75	D3ZH75
D3ZH75	Q96B36-3
D3ZH75	Q9D1F4
D3ZH75	Q96B36
D3ZH75	F1N197
Q5SS90	Q5SS90
Q5SS90	Q8NEG2
F1MA89	F1MA89
F1MA89	Q8BGU5
F1MA89	Q8ND76
F1MA89	Q8N7R7
F1MA89	Q5T2Q4
B2GV58	B2GV58
B2GV58	Q8K2F8
B2GV58	Q8ND56
NP_001101366	NP_001101366
NP_001101366	Q8C8U0
NP_001101366	Q86W92-2
NP_001101366	Q86W92
O75223	O75223
O75223	Q9D7X8
Q6AYK6	Q6AYK6
Q6AYK6	Q9HB71
Q6AYK6	Q9CXW3
D3ZAL7	D3ZAL7
D3ZAL7	Q13480-2
D3ZAL7	Q9QYY0
D3ZAL7	Q13480
A4GTP4	A4GTP4
A4GTP4	P19419
A4GTP4	P41969
XP_218963	XP_218963
XP_218963	Q96PE2
XP_218963	Q80U35
B2RUI1	B2RUI1
B5DF62	B5DF62
B5DF62	O96013
B5DF62	Q8BTW9
Q9CQS4	Q9CQS4
Q9CQS4	Q5EB62
Q9CQS4	Q96AG3
P97825	P97825
P97825	Q9UK76
P97825	Q6AXU6
Q9DCL8	Q9DCL8
Q9DCL8	P11845
Q9DCL8	P41236
Q9DCL8	P50411
Q9DCL8	Q96PQ5
Q9DCL8	Q6NXS1
P36888	P36888
P36888	Q00342
O08775	O08775
O08775	P35968
O08775	P35918
Q13237	Q13237
Q13237	Q64595
Q13237	Q61410
P52655	P52655
P52655	Q99PM3
P52655	O08949
P00519-2	P00519-2
P00519-2	P00520-4
P00519-2	P00520
P00519-2	P00519
P00519-2	D3ZGM3
P00519-2	P42684-4
P00519-2	P42684-10
P00519-2	P42684-6
P00519-2	F1M0N1
P00519-2	Q4JIM5
P00519-2	P42684
Q01714	Q01714
Q01714	P08047
Q01714	O89090
P63241	P63241
P63241	P63242
P63241	Q9GZV4
P63241	Q8BGY2
P63241	Q6IS14
Q8K1L6	Q8K1L6
Q9Z188	Q9Z188
Q9Z188	Q9Y463
Q9Z188	D4ACC4
O54784	O54784
O54784	O43293
Q9UIK4	Q9UIK4
Q9UIK4	Q8VDF3
P00516	P00516
P00516	P0C605-2
P00516	Q13976-2
P00516	P0C605
P00516	Q13976
P00516	A9LNM8
P22612	P22612
P22612	P36887
P22612	P00517
P22612	P05131
P22612	P68181
P22612	P22694
P22612	P17612-2
P22612	P27791
P22612	P05132
P22612	P17612
P22612	P68182
XP_231161	XP_231161
XP_231161	Q14C86-6
XP_231161	Q14C86
XP_231161	Q6PAR5
XP_231161	Q14C86-3
XP_231161	Q14C86-5
P15337	P15337
P15337	Q01147
P15337	P16220
P15337	P16220-1
P15337	Q01147-1
P15337	Q03060
P15337	P27699
P56524	P56524
P56524	Q6NZM9
P56524	Q99P99
P56524	Q9UKV0
P56524	Q9UKV0-5
P56524	Q9UKV0-6
P56524	Q9Z2V6
P56524	Q9UQL6
P27671	P27671
P27671	Q13972
P27671	O14827
P27671	P70392
P27671	Q99JE4
P27671	P28818
Q13523	Q13523
Q13523	Q5RKH1
Q13523	Q61136
P00536	P00536
P00536	P00540
P00536	P12965
Q8C1B1	Q8C1B1
Q8C1B1	D4AEC2
Q8C1B1	Q08AD1-2
Q8C1B1	Q08AD1
O15530	O15530
O15530	O55173
O15530	Q9Z2A0
XP_342847	XP_342847
XP_342847	Q6P9Q6
XP_342847	Q5T1M5
XP_239239	XP_239239
Q2NL51	Q2NL51
Q2NL51	P49840
Q2NL51	P18265
Q2NL51	A6QLB8
Q3TLH4	Q3TLH4
Q3TLH4	XP_341142
Q3TLH4	Q9Y520
Q3C1V8	Q3C1V8
NP_001127971	NP_001127971
NP_001127971	Q8K4Q0
NP_001127971	Q8N122
Q9NP70	Q9NP70
Q9NPB9	Q9NPB9
D4AC12	D4AC12
D4AC12	Q92625
D4AC12	P59672
A0FK58	A0FK58
B2RZ23	B2RZ23
Q9CQ13	Q9CQ13
Q9CQ13	Q9NQ92
Q62689	Q62689
Q62689	O60674
Q62689	Q62120
Q8N5Q1	Q8N5Q1
G1N806	G1N806
Q99988	Q99988
Q6ISS4	Q6ISS4
A0A0G2JV12	A0A0G2JV12
A0A0G2JV12	P39059
P47196	P47196
P47196	P31749
P47196	P31750
P47196	Q01314
P47196	Q60823
P47196	Q63484
P47196	Q9WUA6
P47196	Q9Y243
P47196	P31751
P47196	P47197
Q9R117	Q9R117
Q9R117	P29597
Q9Z1W9	Q9Z1W9
Q9Z1W9	O88506
Q9Z1W9	Q9UEW8
P54645	P54645
P54645	Q8BRK8
P54645	Q09137
P54645	P54646
P54645	Q13131
P54645	Q5EG47
P54645	Q28948
Q8K045	Q8K045
Q8K045	Q6P5Z2
Q8K045	Q16512
Q8K045	O08874
Q8K045	Q8BWW9
Q8K045	Q16513
Q8K045	Q16513-2
Q8K045	Q63433
Q8K045	P70268
NP_001102391	NP_001102391
NP_001102391	Q8BHL3
NP_001102391	Q4KMP7
B1WC28	B1WC28
B1WC28	Q8CCK0
B1WC28	Q9P0M6
B1WC28	Q9QZQ8-1
B1WC28	O75367-1
B1WC28	Q02874-1
B1WC28	O75367
D3ZHV0	D3ZHV0
D3ZHV0	Q8CIC2
D3ZHV0	O15504
XP_234487	XP_234487
A0A0G2JTR4	A0A0G2JTR4
A0A0G2JTR4	Q5SSL4
A0A0G2JTR4	Q12979
A0A0G2JTR4	Q12979-2
Q99J95	Q99J95
Q99J95	P50750
Q99J95	Q641Z4
Q99986	Q99986
Q99986	Q80X41
Q04859	Q04859
Q04859	P20794
Q04859	Q62726
Q04859	Q9JKV2
Q04859	Q9UPZ9
O08875	O08875
O54949	O54949
O54949	Q9UBE8
O54949	D3ZSZ3
O54949	XP_001061954
XP_214614	XP_214614
XP_214614	Q9Y2L5
XP_214614	A0A286YCX6
D3Z7Z5	D3Z7Z5
D3Z7Z5	Q6VN19
D3Z7Z5	Q6VN20
D3Z7Z5	P69566
EDM11425	EDM11425
EDM11425	G5E8R8
EDM11425	O94888
XP_577204	XP_577204
XP_577204	Q6NVE5
E9PT49	E9PT49
E9PT49	Q2KHR2
E9PT49	F8VPJ6
A0A1D5RMD1	A0A1D5RMD1
A0A1D5RMD1	XP_017443045
XP_243912	XP_243912
XP_243912	Q99715
XP_243912	Q60847
A0A494BA31	A0A494BA31
A0A494BA31	Q8K4V2
A0A494BA31	Q96Q91
Q6A082	Q6A082
Q6A082	O15060
E9Q6D6	E9Q6D6
F1M6T6	F1M6T6
F1M6T6	Q8R3Q2
F1M6T6	O75170-2
F1M6T6	O75170
Q1EG27	Q1EG27
Q1EG27	Q8WXR4
P33568	P33568
P33568	P13405
P33568	P06400
Q60829	Q60829
Q60829	Q6J4I0
Q60829	Q9UD71
Q60829	P07516
Q8VIM9	Q8VIM9
Q8VIM9	Q8VIM9_VAR_P510T
Q8VIM9	M0R686
Q8VIM9	Q8WZA9
Q5SUV5	Q5SUV5
XP_001057170	XP_001057170
Q80W14-3	Q80W14-3
Q80W14-3	Q6NWY9
Q80W14-3	Q80W14
Q80W14-3	F1LTJ8
Q80W14-3	O75400
Q80W14-3	Q9R1C7
Q80W14-3	D3ZJ92
Q80W14-3	O75400-2
Q91WJ0	Q91WJ0
Q91WJ0	Q52RG8
Q91WJ0	O43559
C9J202	C9J202
NP_001099594	NP_001099594
XP_220918	XP_220918
XP_220918	Q9P227
XP_220918	Q69ZH9
Q9ERE3	Q9ERE3
Q9ERE3	Q96BR1
Q9ERE3	Q8R4V0
Q64261	Q64261
Q64261	Q00534
Q64261	P30285
Q64261	P11802
Q64261	F1MA87
Q64261	P35426
Q8BSK8	Q8BSK8
Q8BSK8	P67999-2
Q8BSK8	Q9UBS0
Q8BSK8	P23443
Q8BSK8	P67999
Q8BSK8	Q9Z1M4
Q8BSK8	P23443-2
Q8BSK8	D4AE24
Q63651	Q63651
Q63651	Q9WVL4
Q63651	Q15835
Q63651	P28327
P10085	P10085
P10085	P15172
O94921	O94921
O94921	O35495
B1WBT1	B1WBT1
B1WBT1	Q6GQT0
B1WBT1	Q9UNH5
Q4KM47	Q4KM47
Q4KM47	Q3UMM4
Q4KM47	Q15131
Q8IZL9	Q8IZL9
Q8IZL9	Q9JHU3
Q7TT49	Q7TT49
Q7TT49	Q7TT50
Q7TT49	Q9Y5S2
Q7TT49	Q5VT25-2
Q7TT49	O54874
Q7TT49	Q5VT25
Q7TT49	Q3UU96
Q8IYT8	Q8IYT8
Q8IYT8	D3Z9J7
Q8IYT8	Q9QY01
Q8IYT8	O75385
Q8IYT8	NP_001101811
Q8IYT8	O70405
Q13464	Q13464
Q13464	P70335
Q13464	Q28021
Q13464	Q62868
Q13464	P70336
Q13464	O75116
P18545	P18545
P18545	P09174
P18545	P04972
P18545	Q13956
P18545	P61249
NP_001101481	NP_001101481
Q9ERC5	Q9ERC5
Q9ERC5	Q9ESF1
Q9ERC5	Q9HC10
J3KNP4	J3KNP4
J3KNP4	Q62179
J3KNP4	NP_001163933
J3KNP4	Q9NPR2
Q9Z0H0	Q9Z0H0
Q9Z0H0	O00311
D3ZV33	D3ZV33
D3ZV33	Q7Z3K3
D3ZV33	Q8BZH4
Q2TBC4	Q2TBC4
ENSRNOP00000003014	ENSRNOP00000003014
ENSRNOP00000003014	Q8WZ64
ENSRNOP00000003014	Q8BZ05
A2AAJ9	A2AAJ9
Q9WUL6	Q9WUL6
Q9WUL6	Q99558
P04637	P04637
P04637	P02340
P04637	P10361
P04637	Q80ZA1
P04637	P04637-4
F1LW22	F1LW22
F1LW22	Q8TEW8
F1LW22	Q9CSB4
F1LW22	Q8TEW8-5
Q6ZWJ1	Q6ZWJ1
Q6ZWJ1	Q9WV89
E9Q0N2	E9Q0N2
Q86X40	Q86X40
Q7Z418	Q7Z418
Q7Z418	Q6VV64
Q61532	Q61532
Q61532	Q16659
P21708	P21708
P21708	P63086
P21708	Q63844
P21708	P27361
P21708	P63085
P21708	P28482
P21708	Q7M0H9
P21708	P27361-3
P21708	P46196
XP_573199	XP_573199
D3ZV15	D3ZV15
D3ZV15	P22681
D3ZV15	P22682
Q9HC98	Q9HC98
Q9HC98	Q8TDX7
Q9HC98	Q9ES70
Q9HC98	Q9ES74
Q9HC98	D3ZBE5
Q9HC98	P59895
Q9R0A5	Q9R0A5
Q9R0A5	P51956
Q9R0A5	XP_224971
Q91VJ4	Q91VJ4
Q91VJ4	Q7TSE6
Q91VJ4	Q15208
Q91VJ4	Q9Y2H1
NP_001101538	NP_001101538
NP_001101538	Q7TNB8
NP_001101538	Q9Y2G9
NP_001100578	NP_001100578
NP_001100578	Q61079
NP_001100578	Q14190
XP_138722	XP_138722
XP_138722	Q96LP2
P26440	P26440
Q92934	Q92934
P16951	P16951
P16951	Q00969
P16951	P15336
P16951	P17544-1
P16951	P17544
P16951	G3V7X9
P16951	P17544-2
P16951	Q3TZR9
Q8NB16	Q8NB16
Q8NB16	Q9D2Y4
P97428	P97428
P97428	O15492
P41597	P41597
P41597	P51683
P41597	P41597-2
P26006	P26006
P26006	P26006-1
P26006	Q62470
Q8VBW5	Q8VBW5
Q8VBW5	A1L1L0
Q8VBW5	Q8WY36-2
Q8VBW5	Q8WY36
Q8N0Z3	Q8N0Z3
Q8N0Z3	Q8C804
Q8N0Z3	Q5RKG1
Q8NBN3	Q8NBN3
Q8NBN3	Q8BXN9
Q8NBN3	D4A017
Q78DX7	Q78DX7
Q78DX7	P08922
P34925	P34925
P34925	P34925-2
Q60629	Q60629
Q99N13	Q99N13
Q99N13	Q9UKV0-3
Q8K592	Q8K592
Q8K592	Q16671
Q0VGB7	Q0VGB7
Q0VGB7	Q9NY27
Q0VGB7	NP_001100083
P21107	P21107
P21107	P06753
P21107	P58772
P21107	P58771
P21107	P09493
P21107	P07951
P21107	P58774
P21107	B7ZNL3
P21107	P04692
P21107	P09493-3
P21107	P67936-2
P21107	P42639
P21107	A1XQV4
P21107	P07951-2
P21107	P58771-2
P21107	E9Q450
P21107	P58775-2
P21107	P58775
P21107	P09493-6
P21107	P58774-2
P21107	P09493-10
O94988	O94988
P62139	P62139
P62139	P63087
P62139	P62142
P62139	P62140
P62139	P62138
P62139	P62137
P62139	P62136
P62139	P62141
P62139	P36873
P62139	P36873-2
P62139	P63088
Q9NYL2	Q9NYL2
Q9NYL2	Q9ESL4
P19139	P19139
P19139	P68400
P19139	Q60737
P19139	Q8NEV1
E9PZP8	E9PZP8
E9PZP8	Q15751
E9PZP8	XP_001075834
Q03137	Q03137
Q03137	P54764
Q03137	D3ZZK3
Q03137	P54757
Q03137	P54756
Q03137	O08680
Q03137	P29320
Q03137	P29319
Q03137	P54759
Q03137	Q61772
Q03137	Q15375
Q03137	Q15375-4
Q03137	P29317
Q03137	NP_001102447
Q03137	Q03145
Q03137	P54753
Q03137	P28693
Q03137	P09759
Q03137	Q8CBF3
Q03137	P54762
Q03137	XP_233574
Q03137	XP_221311
Q03137	P54754
Q03137	P54763
Q03137	P29323
Q03137	XP_342953
Q03137	O09127
Q03137	P29322
Q03137	P54758
Q03137	Q9UF33
Q03137	Q62413
Q03137	P29323-2
Q03137	M0RDA4
Q03137	P54761
Q03137	P54760
P36895	P36895
P36895	O00238
P36895	P36894
P36895	Q78EA7
Q8BZ25	Q8BZ25
Q8BZ25	Q8NFD2
P43407	P43407
P43407	P34900
P43407	P34741
P24860	P24860
P24860	P14635
P10833	P10833
P10833	P10301
P10833	P62071
P10833	P62070
P10833	Q5BJU0
P10833	A5PKL2
P08553	P08553
P08553	O77788
P08553	P12839
P08553	P07197
P08553	P16053
Q9UN19	Q9UN19
Q9UN19	Q9QXT1
Q9NP61	Q9NP61
Q9NP61	Q9D8S3
Q9NP61	Q4KLN7
Q9NP61	Q8N6H7
Q9NP61	Q99K28
Q9NP61	Q99K28-2
Q9NP61	Q3MID3
Q9QXK9	Q9QXK9
Q8R001	Q8R001
Q8R001	Q15555
Q8R001	Q3B8Q0
Q8R001	Q3SZP2
Q80TH2	Q80TH2
Q80TH2	Q80TH2-2
Q80TH2	Q96RT1
Q80TH2	Q96RT1-8
Q80TH2	XP_003749226
Q4V7F5	Q4V7F5
Q4V7F5	Q9CQJ2
Q4V7F5	Q9NWS0
Q99JB2	Q99JB2
Q99JB2	Q9UJZ1
Q8BJI2	Q8BJI2
Q9UJW8	Q9UJW8
Q8BMQ2	Q8BMQ2
Q8BMQ2	Q9UKN8
Q8BMQ2	D3ZD80
P35969	P35969
P35969	P17948
P35969	P53767
P12524	P12524
P12524	P10166
O60496	O60496
O60496	O70469
P02775	P02775
Q9ERU9	Q9ERU9
Q9ERU9	NP_001178533
Q9ERU9	P49792
P46013	P46013
P22091	P22091
P22091	P17542
P07359	P07359
P07359	D3ZQU7
P07359	O35930
O08738	O08738
O08738	P55212
P07293	P07293
P07293	Q02789
P07293	Q13698
P07293	Q02485
P07293	O60840
P07293	A1XIQ4
P07293	Q9JIS7
Q99KJ8	Q99KJ8
Q99KJ8	Q13561
Q99KJ8	Q6AYH5
Q8NB25	Q8NB25
Q8NB25	E9PW83
Q8C6L5	Q8C6L5
Q8C6L5	Q8N884
P08833	P08833
P08833	P47876
P19827	P19827
P19827	Q61702
P19827	Q06033
P23385	P23385
P23385	P97772
P23385	Q13255
P23385	P41594
P23385	Q3UVX5
P23385	P31424-2
P23385	P31424
P62191	P62191
P62191	P62192
P55196-3	P55196-3
P55196-3	Q9QZQ1
P55196-3	O35889
P55196-3	P55196
P55196-3	P55196-2
P68040	P68040
P68040	P63244
P68040	P63245
P62917	P62917
P62917	P62918
P62829	P62829
P62829	P62830
O88428	O88428
O88428	O43252
O88428	O95340
O88428	Q60967
O88428	B5DFH4
O94929	O94929
O94929	Q69ZX8
O94929	NP_001178627
O94929	Q8K4G5-2
O94929	O14639
O94929	Q3UP03
P97350	P97350
P97350	Q13835
Q3V1N1	Q3V1N1
Q3V1N1	Q9Y4C4
Q16678	Q16678
Q16678	Q64429
Q9Y297	Q9Y297
Q9Y297	Q3ULA2
Q8TDM0	Q8TDM0
Q60780	Q60780
O60861	O60861
Q6VYH9	Q6VYH9
Q6VYH9	Q96JZ2
Q9NYH9	Q9NYH9
Q9NYH9	Q8VCY6
Q8VCI0	Q8VCI0
Q8VCI0	Q6P4A8
Q86XL3	Q86XL3
Q86XL3	Q6P1H6
Q9UHR4	Q9UHR4
Q9UHR4	Q9DBJ3
Q9UHR4	Q3KR97
Q6PJ61	Q6PJ61
Q6PJ61	Q8BG80
Q96LB4-3	Q96LB4-3
P54285	P54285
P54285	P54284
P54285	P54287
P54285	O00305
P54285	Q8R0S4
P54285	D4A055
Q9JJ66	Q9JJ66
Q9JJ66	Q12834
Q9JJ66	Q62623
Q62394	Q62394
O15231-2	O15231-2
O15231-2	O15231-5
O43865	O43865
O43865	Q80SW1
P09661	P09661
P09661	P57784
Q5RJG1	Q5RJG1
Q5RJG1	Q9BSC4
O88291	O88291
O88291	Q5BKZ1
O88291	XP_038948561
O88532	O88532
O88532	Q96KR1
O88532	Q562A2
Q571B8	Q571B8
Q8TEK3	Q8TEK3
Q8TEK3	D3ZCP0
P49366	P49366
P49366	Q3TXU5
P22227	P22227
P22227	Q96MM3
P70452	P70452
P70452	Q12846
P70452	Q08850
Q9Z1Q9	Q9Z1Q9
Q9Z1Q9	P26640
Q9Z1Q9	Q04462
Q14BN4-3	Q14BN4-3
Q14BN4-3	Q3URD3
Q14BN4-3	Q14BN4
Q14BN4-3	P0C219
Q5M775-3	Q5M775-3
Q7KZ85-2	Q7KZ85-2
O94901-6	O94901-6
O94901-6	Q5U2W0
O94901-6	O94901
Q96EI5-2	Q96EI5-2
P19484-2	P19484-2
Q9NQH7-3	Q9NQH7-3
Q96EC8-2	Q96EC8-2
Q96IQ9-2	Q96IQ9-2
Q58FF7	Q58FF7
Q9HBY8	Q9HBY8
Q9HBY8	Q8R4U9
Q9HBY8	Q9QZS5
A8MQ27-2	A8MQ27-2
P60174-3	P60174-3
Q14247-2	Q14247-2
Q9NQW6-2	Q9NQW6-2
Q9NQW6-2	Q9NQW6
Q9NQW6-2	Q8K298
Q9NQW6-2	XP_038938195
Q6VMQ6-2	Q6VMQ6-2
A6NNV3	A6NNV3
A6NNV3	Q8NFV5
P46736-3	P46736-3
P46736-3	P46737
P46736-3	Q7M757
P46736-3	P46736
Q8N0V5	Q8N0V5
Q8N0V5	Q8N0V5-2
Q8N0V5	Q6T5E4
P48547	P48547
P48547	P15388
P48547	Q96PR1-4
Q5T6L9-3	Q5T6L9-3
Q5T6L9-3	Q5T6L9
Q93038-11	Q93038-11
P0CG09	P0CG09
P0CG09	B7Z1M9
P35613-4	P35613-4
Q7Z6I8-2	Q7Z6I8-2
O95628-4	O95628-4
O95628-4	Q498M7
O95639-2	O95639-2
O95639-2	O95639
Q96P47-3	Q96P47-3
Q6MZP7-3	Q6MZP7-3
Q9Y6I3-1	Q9Y6I3-1
Q9Y2K7-5	Q9Y2K7-5
Q6UN15-3	Q6UN15-3
Q6UN15-3	Q5U317
Q6UN15-3	Q6UN15
Q6UN15-3	Q9D824
Q9UET6-2	Q9UET6-2
Q9UET6-2	Q9UET6
Q8IWJ2-3	Q8IWJ2-3
Q9GZP8-2	Q9GZP8-2
Q8IX03-2	Q8IX03-2
Q8IX03-2	Q5SXA9
Q8IX03-2	Q8IX03
Q8IX03-2	XP_001066364
Q659C4-2	Q659C4-2
Q659C4-2	Q659C4
Q6NTE8-2	Q6NTE8-2
B4DDE1	B4DDE1
P63128	P63128
O15255	O15255
A6NMD0	A6NMD0
A6NMD0	XP_008773034
Q05764-2	Q05764-2
Q05764-2	Q9QYB8-2
Q6IBW4-5	Q6IBW4-5
Q8NI08-2	Q8NI08-2
Q8NI08-2	Q8NI08
Q8NI08-2	B9EIW5
Q8NI08-2	Q6DFV7
Q8NI08-2	XP_006227820
P01732-2	P01732-2
P51617-4	P51617-4
Q9NS68-2	Q9NS68-2
Q9NS68-2	Q9NS68
Q8TBF2-5	Q8TBF2-5
Q86TW2-2	Q86TW2-2
Q86TW2-2	Q86TW2
Q9Y320-2	Q9Y320-2
Q96DT7-2	Q96DT7-2
Q96DT7-2	Q96DT7
Q96DT7-2	E9Q8X5
Q9UPW0-2	Q9UPW0-2
Q9UPW0-2	Q9UPW0
Q9UPW0-2	F1M3L2
Q9UPW0-2	Q8BUR3
P97792-2	P97792-2
P97792-2	P78310
P97792-2	P97792
P97792-2	Q9R066
O14966-2	O14966-2
Q9UNH5-3	Q9UNH5-3
Q8NDA8-4	Q8NDA8-4
O15231-9	O15231-9
Q3TYX8	Q3TYX8
Q3TYX8	Q6ZNE9
Q7TT28-2	Q7TT28-2
Q5EBH1-2	Q5EBH1-2
Q5EBH1-2	Q8WWW0-2
Q5EBH1-2	Q99MK9-2
Q3YEC7-6	Q3YEC7-6
O00559-2	O00559-2
Q8TDX5-2	Q8TDX5-2
