P03246	P03246
Q9H201-2	Q505I9
Q9H201-2	O95208
Q9H201-2	Q80VP1
Q9H201-2	O88339
Q9H201-2	Q9Y6I3
Q9H201-2	Q9Y6I3-1
Q9H201-2	Q14677
Q9H201-2	Q8IYW4
Q9H201-2	Q14677-2
Q9H201-2	Q6DGF2
Q9H201-2	Q91W69
Q9H201-2	Q9H201
Q9H201-2	Q9Y6I3-3
Q9H201-2	O95208-2
Q9H201-2	Q5SUH6
Q9H201-2	Q9Z1Z3
Q9H201-2	B3DMA3
D4ACG8	D4ACG8
D4ACG8	A2VDF0
D4ACG8	Q8R2K1
Q64611	Q64611
Q64611	Q6ZQY3
Q64611	P48318
Q64611	Q99259
Q64611	Q9DBE0
Q64611	Q9Y600
Q64611	Q05683
Q64611	P18088
Q64611	P48320
Q64611	Q05329
Q64611	Q80WP8
B1AH88	B1AH88
Q15652-3	Q15652-3
Q15652-3	XP_001080424
Q15652-3	Q63679
Q15652-3	Q7LBC6-2
Q15652-3	Q15652-2
Q15652-3	P97609
Q15652-3	Q69ZK6
Q15652-3	Q15652
Q15652-3	Q6ZPY7
Q15652-3	A0A8I5ZXX2
Q15652-3	G3UZM1
Q15652-3	O43593
Q15652-3	Q9Y4C1
Q15652-3	Q7LBC6
Q15652-3	Q61645
Q15652-3	Q6PCM1
F1M1H0	F1M1H0
F1M1H0	Q91YP3
F1M1H0	Q9Y315
Q8N5J2-2	Q8N5J2-2
Q8N5J2-2	D3ZWA1
Q8N5J2-2	Q5BJQ2
Q8N5J2-2	Q8N5J2-3
Q8N5J2-2	Q6PDI6
Q8N5J2-2	Q8NBR6-2
Q8N5J2-2	Q76LS9
Q8N5J2-2	Q8NBR6
Q8N5J2-2	Q8N5J2
Q8N5J2-2	Q8N5J2_VAR_T385K
Q9ULP9-2	Q9ULP9-2
Q9ULP9-2	NP_001099239
Q9ULP9-2	Q3UUG6
Q9ULP9-2	Q9ULP9
Q86TN4-3	Q86TN4-3
Q86TN4-3	Q86TN4-4
Q86TN4-3	Q86TN4
Q86TN4-3	Q8K3A2
Q9Y4F3-3	Q9Y4F3-3
Q9Y4F3-3	Q9Y4F3
Q9Y4F3-3	Q8VIG2
Q9Y4F3-3	Q9Y4F3-5
Q9Y4F3-3	Q8BJ34-6
Q9Y4F3-3	Q8BJ34
Q99ZW2	Q99ZW2
B1H291	B1H291
B1H291	Q8NEM2
B1H291	Q9Z179
B1H291	Q9BZQ2
B1H291	XP_038951198
B1H291	Q3TTP0
Q5I0L3	Q5I0L3
Q5I0L3	Q9Y2Z4
Q5I0L3	Q8BYL4
D4A055	D4A055
D4A055	Q08289-3
D4A055	O00305
D4A055	Q8R3Z5-2
D4A055	Q8CC27
D4A055	Q8R0S4
D4A055	Q08289
D4A055	P19517
D4A055	O00305-3
D4A055	P54285
D4A055	Q8VGC3
D4A055	Q08289-6
D4A055	Q08289-2
D4A055	P54288
D4A055	A2A542
D4A055	P54287
D4A055	P54284
D4A055	D3Z3Z3
D4A055	P54283
D4A055	Q8VGC3-2
D4A055	Q02641-2
D4A055	Q8R3Z5
D4A055	Q08289-8
D4A055	Q02641
Q5U2V7	Q5U2V7
Q5U2V7	Q9QXP4
Q5U2V7	Q9NYP3
P31947-2	P31947-2
P31947-2	B3KT37
P31947-2	Q9CQV8
P31947-2	P31947
P31947-2	P61982
P31947-2	P61981
P31947-2	P61983
P31947-2	P62258-2
P31947-2	G3V9A3
P31947-2	O70456
P31947-2	P68254
P31947-2	P68255
P31947-2	P27348
P31947-2	P62259
P31947-2	P62260
P31947-2	P62258
P31947-2	P31946-2
P31947-2	P63102
P31947-2	P29361
P31947-2	P63104
P31947-2	P63101
P31947-2	P35213
P31947-2	P31946
P31947-2	P68251
P31947-2	P68510
P31947-2	P68511
P31947-2	Q04917
Q14624-2	Q14624-2
Q14624-2	Q9Y6N3
Q14624-2	P54290
Q14624-2	Q9EQR4
Q14624-2	Q61702
Q14624-2	Q9QX15
Q14624-2	P19827
Q14624-2	Q9NY47-3
Q14624-2	Q5RJF7
Q14624-2	Q8CFG5
Q14624-2	Q63416
Q14624-2	P54289-2
Q14624-2	Q9D7Z6
Q14624-2	Q9Z1L5
Q14624-2	A8K7I4
Q14624-2	Q8IZS8
Q14624-2	P54289-3
Q14624-2	Q7Z3S7
Q14624-2	O08532
Q14624-2	Q9UQC9
Q14624-2	P54289
Q14624-2	P19823
Q14624-2	XP_003085348
Q14624-2	Q8BJD1
Q14624-2	Q9NY47
Q14624-2	Q86UX2
Q14624-2	Q6PHS9
Q14624-2	Q9NY47-5
Q14624-2	Q6Q473
Q14624-2	Q61703
Q14624-2	Q14CN2
Q14624-2	Q5EBC0
Q14624-2	Q498S9
Q14624-2	A6X935
Q14624-2	A6NCI4
Q14624-2	Q3UW98
Q14624-2	B2RYM3
Q14624-2	Q8K159
Q14624-2	Q06033
Q14624-2	Q14624
Q14624-2	A1A5Q7
Q14624-2	NP_001104318
Q14624-2	Q61704
Q14624-2	Q7Z3S7-5
Q14624-2	Q3UVV9
Q14624-2	Q8BG22
Q14624-2	Q8CFG6
Q14624-2	D3ZVT7
Q14624-2	A0A0G2JWX9
Q14624-2	Q05KA7
Q14624-2	Q4H2C5
Q14624-2	Q6UXX5
Q14624-2	Q06033-2
Q14624-2	Q6VPP3
Q14624-2	E9PUL3
B2RYU6	B2RYU6
B2RYU6	Q9UL33
B2RYU6	Q9JME7
J9QSF0	J9QSF0
Q8NA72-3	Q8NA72-3
Q8NA72-3	Q9DBS8
Q8NA72-3	Q8NA72
Q8NA72-3	Q4V891
Q9H7C9-2	Q9H7C9-2
Q9H7C9-2	Q9H7C9
Q9H7C9-2	Q8R0P4
Q9H7C9-2	D3ZZQ4
Q16563-2	Q16563-2
Q16563-2	Q16563
Q16563-2	O09117
Q16563-2	Q8TBG9-2
Q16563-2	Q66H18
Q16563-2	Q8TBG9
Q16563-2	Q62277
Q16563-2	Q8BGN8
Q16563-2	P08247
Q16563-2	Q5VXT5
Q16563-2	O89104
Q16563-2	P07825
Q16563-2	P22831
Q9GZP8-2	Q9GZP8-2
Q9GZP8-2	Q9D809
Q9GZP8-2	Q9GZP8
Q9GZP8-2	D3ZE02
O00712-6	O00712-6
O00712-6	Q14938
O00712-6	P70257-2
O00712-6	O70189
O00712-6	Q14938-3
O00712-6	O00712
O00712-6	P97863-3
O00712-6	P08651-5
O00712-6	O00712-4
O00712-6	Q02780
O00712-6	Q12857
O00712-6	P09414
O00712-6	O70185
O00712-6	O70186
O00712-6	O00712-5
O00712-6	P97863
O00712-6	Q12857-2
O00712-6	P08651
O00712-6	P70255
O00712-6	O70188
O00712-6	P08651-2
O00712-6	P70257
O00712-6	Q7Z3K7
O00712-6	Q12857-4
Q8NHQ8-2	Q8NHQ8-2
Q8NHQ8-2	O75901
Q8NHQ8-2	Q02833-2
Q8NHQ8-2	Q8K342
Q8NHQ8-2	Q02833-3
Q8NHQ8-2	Q02833
Q8NHQ8-2	Q8CJ96
Q8NHQ8-2	Q8NHQ8
Q8NHQ8-2	B0BNA2
Q8NHQ8-2	Q9DD19
Q8NHQ8-2	O88869
Q8NHQ8-2	Q58CQ7
Q8NHQ8-2	D4AAU5
Q8NHQ8-2	A6NK89
Q8NHQ8-2	Q8BL43
Q5VZ46-2	Q5VZ46-2
Q5VZ46-2	A0A087WP46
Q5VZ46-2	Q5VZ46
Q75NE6	Q75NE6
F1N290	F1N290
F1N290	D3ZUI5
F1N290	F1M5T6
F1N290	O75128
F1N290	O75128-2
F1N290	Q3UMF0
F1N290	Q53SF7
F1N290	Q5NBX1
F1N290	O75128-3
F1N290	Q53SF7-2
F1N290	Q3UMF0-2
J3QPP8	J3QPP8
J3QPP8	Q6UXT8
J3QPP8	Q80UG6
J3QPP8	Q6UX46
J3QPP8	B2RZ42
Q9H8M1	Q9H8M1
Q9H8M1	Q96MF6
Q9H8M1	Q3THF9
Q9H8M1	E9Q3H6
Q9H8M1	Q5I0I9
Q9NQC3-3	Q9NQC3-3
Q9NQC3-3	Q9NQC3-5
Q9NQC3-3	O70622
Q9NQC3-3	Q9NQC3-4
Q9NQC3-3	Q8K0T0
Q9NQC3-3	Q9NQC3-2
Q9NQC3-3	O75298
Q9NQC3-3	Q9JK11
Q9NQC3-3	Q9ES97-3
Q9NQC3-3	Q9NQC3-6
Q9NQC3-3	Q16799-3
Q9NQC3-3	Q16799
Q9NQC3-3	Q99P72
Q9NQC3-3	Q9NQC3
Q9NQC3-3	AAM77068
Q9NQC3-3	Q7M6W1
Q9NQC3-3	Q64548
Q9NQC3-3	O95197-6
Q9NQC3-3	O95197-3
Q9NQC3-3	Q6WN19
Q9NQC3-3	Q9ES97
Q9NQC3-3	O95197
Q9NQC3-3	Q8BH78
Q9NQC3-3	O95197-5
Q9NQC3-3	O70622-2
Q9NQC3-3	Q6RJR6
Q9NQC3-3	Q9JK11-2
Q9NQC3-3	Q8BHF5
Q15517	Q15517
Q15517	Q7TPC1
Q8NHV5	Q8NHV5
Q8NHV5	Q8C784
Q0VBB0	Q0VBB0
Q0VBB0	Q8N945
Q8N2C7	Q8N2C7
Q8N2C7	Q8BLN6
Q13190-2	Q13190-2
Q13190-2	Q08851
Q13190-2	Q13190
Q13190-2	Q8K1E0
Q8WZ26	Q8WZ26
XP_001054025	XP_001054025
XP_001054025	NP_001101276
XP_001054025	Q9CPY7
XP_001054025	P28838
XP_001054025	P00727
XP_001054025	Q8NDH3
XP_001054025	Q6NSR8
XP_001054025	Q68FS4
Q96BF3-2	Q96BF3-2
Q96BF3-2	Q96BF3
Q8N695	Q8N695
Q8N695	Q49B93
Q8N695	O70247
Q8N695	Q1EHB4
Q8N695	Q9Y289
Q8N695	Q8BYF6
Q8N695	Q92911
Q8N695	Q99PN0
Q8N695	Q63008
Q8N695	Q5U4D8
Q66K80	Q66K80
Q63871	Q63871
Q63871	P53803
Q5FVJ7	Q5FVJ7
Q5FVJ7	Q9H7X7
Q5FVJ7	Q9DAI2
Q3URQ7	Q3URQ7
Q3URQ7	Q2M296-3
Q3URQ7	Q2M296
Q3URQ7	A0A8I5ZVM1
D3ZA45	D3ZA45
D3ZA45	Q91YI1
D3ZA45	O75143
D3ZA45	O75143-5
P79345	P79345
P79345	Q9Z0J0
P79345	P61916
P79345	F7FJQ3
Q4QRB2	Q4QRB2
Q4QRB2	Q9D198
Q4QRB2	O95926
Q62867	Q62867
Q62867	Q9Z0L8
Q62867	Q92820
Q9C093-4	Q9C093-4
Q9C093-4	Q9R095
Q9C093-4	Q9C093
Q9C093-4	Q8C9J3
Q4FZX7	Q4FZX7
Q4FZX7	Q9Y5M8
Q4FZX7	P47758
P60042	P60042
P60042	P60041
P60042	P61278
P18298	P18298
P18298	Q3THS6
P18298	P31153
P18298	P13444
P18298	Q91X83
P18298	Q00266
A0MZ66-2	A0MZ66-2
A0MZ66-2	A0MZ67
A0MZ66-2	A0MZ66-3
A0MZ66-2	Q8K2Q9
A0MZ66-2	A0MZ66
Q5PQR6	Q5PQR6
Q5PQR6	Q9DA15
Q5PQR6	P0DJG4
Q8N8Q3-3	Q8N8Q3-3
Q8N8Q3-3	Q8N8Q3
Q8N8Q3-3	Q8C9A2
D3Z8Z6	D3Z8Z6
D3Z8Z6	Q9D2F7
D3Z8Z6	Q9QY81
D3Z8Z6	P11654
D3Z8Z6	Q8TEM1
D3Z8Z6	Q5VU65
Q5HYN5	Q5HYN5
Q5HYN5	P0DMU9
Q5HYN5	Q9UL03
Q5HYN5	P0DMU7
Q5HYN5	P0DMU8
Q5HYN5	Q8NHU0
Q5HYN5	P0DMV0
Q5HYN5	Q3UJ22
Q5HYN5	P0DMV2
Q5HYN5	P0DMV1
Q5HYN5	Q5DJT8
Q5HYN5	Q5JSJ4
Q5HYN5	Q6PCM2
Q5HYN5	NP_001258417
Q5HYN5	A6NJ88
Q5HYN5	Q9NXZ1
Q5HYN5	Q8BND4
P51636-2	P51636-2
P51636-2	NP_001009477
P51636-2	P51638
P51636-2	P56539
P51636-2	P51637
P51636-2	P51636
P51636-2	Q03135-2
P51636-2	Q9WVC3
P51636-2	P51636-3
P51636-2	Q2IBC5
P51636-2	P33724
P51636-2	P41350
P51636-2	Q03135
P51636-2	P49817
Q6PJT7-6	Q6PJT7-6
Q6PJT7-6	Q3ZC82
Q6PJT7-6	Q6PJT7-2
Q6PJT7-6	Q6PJT7-4
Q6PJT7-6	Q6PJT7-3
Q6PJT7-6	Q7TMD5
Q6PJT7-6	Q8BJ05
Q6PJT7-6	Q6PJT7-5
Q6PJT7-6	Q6PJT7
Q6PJT7-6	Q6PJT7-9
Q9BTA9-2	Q9BTA9-2
Q9BTA9-2	Q9BTA9
Q9BTA9-2	Q924H7
Q9BTA9-2	G3XEV5
Q8BJ38	Q8BJ38
Q9D7E3	Q9D7E3
Q9D7E3	Q8WZ82
Q9D7E3	NP_001102506
P53701	P53701
P53701	P53702
P53701	D3ZL85
Q9UFW8	Q9UFW8
Q9UFW8	D4ADB4
Q9UFW8	Q8BHG9
O15130	O15130
O15130	Q9WVA9
O15130	Q9WVA8
Q9H693	Q9H693
Q3UVG3	Q3UVG3
Q3UVG3	NP_001121050
Q3UVG3	Q658Y4
Q8IXM6	Q8IXM6
Q8IXM6	Q6MG14
Q8IXM6	Q8VC65
Q9JMB1	Q9JMB1
Q9JMB1	Q5XHX8
Q9JMB1	Q9P2T0
Q9UFN0	Q9UFN0
Q9UFN0	Q9BS92
Q9UFN0	Q5M949
Q9UFN0	Q9CQE1
Q5UE93	Q5UE93
Q5UE93	Q3U6Q4
Q5UE93	A2TJT9
Q6YGZ1	Q6YGZ1
Q6YGZ1	Q9Y251
Q6YGZ1	Q71RP1
Q6YGZ1	B2RY83
Q6YGZ1	Q8WWQ2
Q6YGZ1	NP_001129234
Q6UWY0	Q6UWY0
Q6UWY0	Q32KJ2
Q6UWY0	Q9D2L1
Q8IYJ2	Q8IYJ2
Q8IYJ2	Q8CET2
Q8IUK5	Q8IUK5
Q8IUK5	D3ZEE4
Q8IUK5	B5DEZ8
Q8IUK5	Q6UX71
Q8IUK5	Q91ZV7
Q8IUK5	Q9DC11
Q8IUK5	Q91ZV7-2
Q96M83	Q96M83
Q96M83	XP_001478651
Q96M83	Q5G5J2
Q96M83	Q9D541
Q96M83	Q6P8U9
P13716	P13716
P13716	P10518
P13716	P06214
P13716	P13716-2
Q8WVF1-4	Q8WVF1-4
Q8WVF1-4	Q4QQS3
Q8WVF1-4	Q8BHW2
Q8WVF1-4	Q8WVF1
M0R914	M0R914
M0R914	A2AU72
M0R914	Q5W041
Q8IYA6-2	Q8IYA6-2
Q8IYA6-2	Q8IYA6
Q8IYA6-2	Q7TS74
Q8IYA6-2	XP_001078036
Q8IYA6-2	D3Z8Z9
Q8IYA6-2	Q3V1H1
Q8IYA6-2	D3ZPD0
Q8IYA6-2	Q8WWK9-4
Q8IYA6-2	Q8WWK9
Q8IYA6-2	Q8WWK9-5
Q9H8Y8-2	Q9H8Y8-2
Q9H8Y8-2	F1MSB5
Q9H8Y8-2	Q99JX3
Q9H8Y8-2	Q9R064
Q9H8Y8-2	Q2YDP4
Q9H8Y8-2	Q9H8Y8
Q9H8Y8-2	O35254
Q9H8Y8-2	Q91X51
Q9H8Y8-2	Q9BQQ3
Q96A73-2	Q96A73-2
Q96A73-2	Q96A73
Q96A73-2	Q5U2R6
Q96A73-2	Q9DBN4
D4A6D9	D4A6D9
D4A6D9	Q3TC93
D4A6D9	Q53T59
D3ZKZ0	D3ZKZ0
D3ZKZ0	Q3TQI7
D3ZKZ0	Q9NZ63
Q9H9K5	Q9H9K5
Q8CBY8-2	Q8CBY8-2
Q8CBY8-2	Q9QUR2
Q8CBY8-2	Q8CBY8
Q8CBY8-2	Q9UJW0
Q8CBY8-2	Q9UJW0-3
Q96JI7-2	Q96JI7-2
Q96JI7-2	XP_242139
Q96JI7-2	Q96JI7
Q96JI7-2	Q3UHA3
Q5TD94-2	Q5TD94-2
Q5TD94-2	Q8CDR2
Q5TD94-2	Q9H0K4
Q5TD94-2	Q5TD94
Q5TD94-2	Q8BYM7
Q5TD94-2	D4A8S8
D4A4Z0	D4A4Z0
D4A4Z0	Q8WUD4
D4A4Z0	Q8R344
Q6UUV9-3	Q6UUV9-3
Q6UUV9-3	Q53ET0
Q6UUV9-3	Q91X84
Q6UUV9-3	Q6UUV7
Q6UUV9-3	Q6UUV7-3
Q6UUV9-3	Q3U182
Q6UUV9-3	Q157S1
Q6UUV9-3	Q6UUV9-2
Q6UUV9-3	XP_001066604
Q6UUV9-3	Q3LRZ1
Q6UUV9-3	Q68ED7
Q6UUV9-3	Q6UUV9
Q8N1F7-2	Q8N1F7-2
Q8N1F7-2	Q8N1F7
Q8N1F7-2	Q66HC5
Q8N1F7-2	Q8BJ71
O15255	O15255
O14832-2	O14832-2
O14832-2	O35386
O14832-2	O14832
O14832-2	P57093
E9QAF0	E9QAF0
E9QAF0	P0DKV0
E9QAF0	Q6ZQQ2
E9QAF0	D4AAW9
E9QAF0	E9QA57
E9QAF0	A6NFR6
E9QAF0	E9Q5W2
E9QAF0	XP_996053
E9QAF0	B6VQA5
E9QAF0	C0HKD1
E9QAF0	C0HKD2
E9QAF0	C0HKD3
E9QAF0	Q6ZU69
E9QAF0	D3ZM38
E9QAF0	Q5TZJ5
E9QAF0	Q5TZJ5_VAR_A1063T
E9QAF0	Q5VYP0
E9QAF0	B4DYI2
E9QAF0	A6NFA0
E9QAF0	Q5VVP1
E9QAF0	XP_996026
E9QAF0	Q80YD3
E9QAF0	Q3V2L5
E9QAF0	Q642A3
E9QAF0	NP_001013772
E9QAF0	Q9CVY2
E9QAF0	Q5VYM1
E9QAF0	Q6ZUB1
E9QAF0	Q3V0E1
E9QAF0	Q3V0M1
E9QAF0	Q8IWB4
E9QAF0	E9QA35
E9QAF0	XP_997087
E9QAF0	Q6ZUB0
E9QAF0	P0C874
E9QAF0	Q5VU36
E9QAF0	B7ZWJ3
E9QAF0	Q3V0G6
Q9HC35-2	Q9HC35-2
Q9HC35-2	Q8BQM8
Q9HC35-2	Q6ED65
Q9HC35-2	Q6P6T4
Q9HC35-2	O00423-3
Q9HC35-2	O95834-2
Q9HC35-2	F1LT71
Q9HC35-2	Q3UMY5
Q9HC35-2	Q3UMY5-3
Q9HC35-2	O95834
Q9HC35-2	Q4V8C3
Q9HC35-2	AAI25290
Q9HC35-2	Q05BV3
Q9HC35-2	Q7TNG5
Q9HC35-2	Q32P44
Q9HC35-2	Q6ZMW3
Q9HC35-2	D4A4R1
Q9HC35-2	Q8VC03
Q9HC35-2	Q5SQM0
Q9HC35-2	E9QK48
Q9HC35-2	O95834-3
Q9HC35-2	Q05BC3
Q9HC35-2	EDM02737
Q9HC35-2	Q32P44-2
Q9HC35-2	Q9HC35
Q9HC35-2	O00423
P36542-2	P36542-2
P36542-2	Q91VR2
P36542-2	P05631
P36542-2	P36542
P36542-2	NP_446277
Q91XV7	Q91XV7
Q91XV7	Q8WZ71
Q91XV7	Q6F5E0
Q9Y666-2	Q9Y666-2
Q9Y666-2	Q63633
Q9Y666-2	P55018
Q9Y666-2	Q91V14
Q9Y666-2	P59158
Q9Y666-2	Q9Y666
Q9Y666-2	P55017
Q9Y666-2	Q9UP95
Q9Y666-2	Q9UHW9-2
Q9Y666-2	Q9WVL3
Q9Y666-2	P55015
Q9Y666-2	A0AV02
Q9Y666-2	G3V6N7
Q9Y666-2	P55016
Q9Y666-2	Q8VI23
Q9Y666-2	Q924N4
Q9Y666-2	P55014
Q9Y666-2	P55011
Q9Y666-2	Q9UHW9
Q9Y666-2	Q13621
Q9Y666-2	Q9UP95-2
Q9Y666-2	Q9QX10
Q9Y666-2	A2AQ50
Q9Y666-2	Q8CJI3
Q9Y666-2	A0AV02-2
Q9Y666-2	Q66HR0
Q9Y666-2	Q63633-2
Q9Y666-2	Q91V14-2
Q9Y666-2	P55017-3
Q9Y666-2	P55012
Q9Y666-2	Q9BXP2
Q9Y666-2	Q924N4-2
Q9Y666-2	Q99MR3
Q9Y666-2	Q5RK27
Q9Y666-2	Q9H2X9
Q9Y666-2	Q9JIS8
Q9Y666-2	P55011-3
Q9Y666-2	P55017-2
Q9Y666-2	Q9H2X9-2
Q9Y666-2	Q63632
A9CMA6	A9CMA6
A9CMA6	Q8C996
A9CMA6	Q8TC26
Q9H8M5-3	Q9H8M5-3
Q9H8M5-3	D4A1C0
Q9H8M5-3	Q0GA42
Q9H8M5-3	Q9NRU3
Q9H8M5-3	Q8NE01
Q9H8M5-3	Q8NE01-2
Q9H8M5-3	Q32NY4
Q9H8M5-3	B0EVI6
Q9H8M5-3	D4ACK7
Q9H8M5-3	Q69ZF7
Q9H8M5-3	Q6P4Q7
Q9H8M5-3	P0C588
Q9H8M5-3	Q3TWN3
Q9H8M5-3	Q5U2P1
Q9H8M5-3	Q9H8M5
Q9H8M5-3	Q9H8M5-2
Q5U1Y0	Q5U1Y0
Q5U1Y0	Q8IY95
Q5U1Y0	Q9CXT7
B1WC44	B1WC44
B1WC44	Q99L48
B1WC44	Q96D46
D3ZCG4	D3ZCG4
D3ZCG4	Q7TNE3
D3ZCG4	O75391
Q8TEH3-2	Q8TEH3-2
Q8TEH3-2	Q6P3S1-5
Q8TEH3-2	Q3U1T9
Q8TEH3-2	A2ALU3
Q8TEH3-2	Q8K382
Q8TEH3-2	Q8TEH3-6
Q8TEH3-2	Q8TEH3
Q8TEH3-2	Q3U1T9-5
Q8TEH3-2	D3Z8F6
Q8TEH3-2	XP_001054659
Q8TEH3-2	Q8CFK6
Q8TEH3-2	Q8IV53
Q8TEH3-2	Q6P3S1
Q3TYE7	Q3TYE7
Q3TYE7	Q6ZRR5
A0A087WTH1	A0A087WTH1
Q66PJ3-7	Q66PJ3-7
Q66PJ3-7	Q66PJ3
Q66PJ3-7	Q4V8I5
Q66PJ3-7	Q9JM93
Q66PJ3-7	Q66PJ3-1
Q66PJ3-7	Q66PJ3-2
Q66PJ3-7	Q66PJ3-3
Q9Y3I1-2	Q9Y3I1-2
Q9Y3I1-2	Q3U7U3
Q9Y3I1-2	Q68FS3
Q9Y3I1-2	Q5U2X1
Q9Y3I1-2	Q8BK06
Q9Y3I1-2	Q9UK97
Q9Y3I1-2	Q9Y3I1
Q8BKN5	Q8BKN5
Q8BKN5	Q96RT8-2
Q8BKN5	Q96RT8
Q8BKN5	D4A2A9
Q9Y5U8	Q9Y5U8
Q9Y5U8	P0DKB6
Q9Y5U8	NP_001102835
Q9Y5U8	XP_983690
Q9Y5U8	O95563
Q9Y5U8	P63030
Q9Y5U8	P63031
Q9Y5U8	P38718
Q9Y5U8	Q9D023
Q9Y5U8	P38718-2
Q8N9R8	Q8N9R8
Q8N9R8	Q8N9R8-2
Q8N9R8	Q8C8N2
Q8N9R8	F1M3P6
Q9QZ25	Q9QZ25
Q9QZ25	D4A183
Q9QZ25	O95497
Q9QZ25	Q9Z0K8
Q9QZ25	Q86X76-3
Q9QZ25	P43251-2
Q9QZ25	Q497B0
Q9QZ25	Q86X76-2
Q9QZ25	Q4KLZ0
Q9QZ25	Q7TQ94
Q9QZ25	Q5FVF9
Q9QZ25	O95498
Q9QZ25	Q9JHW2
Q9QZ25	Q9NQR4
Q9QZ25	P43251
Q9QZ25	Q8CIF4
Q9QZ25	Q8VDK1
Q9QZ25	Q86X76
Q9DAW6	Q9DAW6
Q9DAW6	O43172-2
Q9DAW6	D4A7J8
Q9DAW6	O43172
Q502W7	Q502W7
Q502W7	Q494V2
Q502W7	Q80VN0
Q502W7	E9PYA2
Q502W7	Q8CDN8
Q9D845	Q9D845
Q9D845	A0A0G2K5Y3
Q9D845	Q8N6V9
Q9NRR8	Q9NRR8
Q9NRR8	Q8BHL7
Q9NRR8	A1L1K4
Q9NRR8	Q9NRR3
Q9NRR8	Q8BGH7
Q9NRR8	Q5BJM7
Q8TDP1	Q8TDP1
Q8TDP1	Q9CQ18
Q8TDP1	D4A434
P17050	P17050
P17050	P51569
P17050	P06280
P17050	Q9QWR8
P17050	Q66H12
P17050	NP_001102290
Q9D113	Q9D113
Q9D113	Q5SXM8
Q9DAA5	Q9DAA5
Q9DAA5	Q9D2S4
Q9DAA5	Q96KW9
Q8N960	Q8N960
Q8N960	Q7TSG1
Q8N960	D4A3J3
Q9D8F1	Q9D8F1
Q9D8F1	Q9NXW9
Q9D8F1	B2GV83
Q3KNJ2	Q3KNJ2
Q3KNJ2	Q9H9Q4-2
Q3KNJ2	Q6AYI4
Q3KNJ2	Q9H9Q4
O89023	O89023
O89023	Q9EQV6
O89023	O14773
Q9NWS8	Q9NWS8
Q9NWS8	Q8CI78
Q9NWS8	Q1W176
Q8K467	Q8K467
Q8K467	Q8NEW7
Q8K467	D4AE26
Q96GX1	Q96GX1
Q96GX1	Q3B7D3
Q96GX1	Q2MV57
Q91XL3	Q91XL3
Q91XL3	Q5PQX0
Q91XL3	Q8NBZ7-2
Q91XL3	Q8NBZ7
Q9DBN1	Q9DBN1
Q8R015	Q8R015
Q8R015	Q8TDH9
Q8R015	B2GV52
D4A3C2	D4A3C2
D4A3C2	Q8R0A7
D4A3C2	O60268
B2RYM8	B2RYM8
B2RYM8	Q96KR6
B2RYM8	Q9D8B6
B2RYM8	Q8BGY7
B2RYM8	Q96ND0
B2RYM8	Q5XIJ4
B5DEZ6	B5DEZ6
B5DEZ6	Q9CRC9
B5DEZ6	Q8TDQ7
B5DEZ6	O88958
B5DEZ6	P46926
B5DEZ6	B5DFC6
P0DUH7	P0DUH7
Q6P775	Q6P775
Q6P775	Q9JI19
Q6P775	O43427
A0A1B0GVQ3	A0A1B0GVQ3
Q08326	Q08326
Q08326	P47224
Q08326	Q91X96
O70417	O70417
O70417	P02816
O70417	P12273
Q6UPR8	Q6UPR8
Q6UPR8	Q7Z2K6
Q6UPR8	Q3UVK0
Q9EQ10	Q9EQ10
Q9EQ10	Q6IRT3
Q9EQ10	Q9NWS1
Q9EPI8	Q9EPI8
Q9EPI8	Q49AM1
Q9EPI8	Q5XIE2
Q9EPI8	Q8BKY8
Q9EPI8	Q99551
Q9EPI8	Q8CHZ9
Q9EPI8	B9EJ57
O35251	O35251
O35251	Q00731
O35251	P15692-6
O35251	O43915
O35251	P15692-10
O35251	P97946
O35251	P15692-1
O35251	Q05028
O35251	O35485
O35251	P15692-4
O35251	O35757
O35251	Q63434
O35251	P49765
O35251	P49766
O35251	P01127
O35251	P31240
O35251	P49767
O35251	P97953
O35251	NP_114024
O35251	P04085
O35251	P15692-15
O35251	P20033
O35251	P28576
O35251	P15692-14
O35251	P15692
O35251	NP_001103803
O35251	P49763
O35251	P49764
O35251	Q00731-6
Q0IIN9	Q0IIN9
NP_001381942	NP_001381942
NP_001381942	Q8NEC7
NP_001381942	Q5RL51
P0DOC6	P0DOC6
Q7VFG3	Q7VFG3
Q7VFG3	I7H506
D3Z863	D3Z863
D3Z863	Q8CI33
D3Z863	Q69YN2
Q8BPK2	Q8BPK2
Q8BPK2	Q9NUD5
P01015	P01015
P01015	P11859
P01015	P01019
P01236	P01236
P01236	P04768
P01236	Q9JII2
P01236	O54831
P01236	Q9JII4
P01236	Q9JHK0
P01236	Q9JKL9
P01236	Q9R006
P01236	O35256
P01236	P09320
P01236	O35257
P01236	P24800
P01236	Q920I0
P01236	O08627
P01236	Q9CRB5
P01236	Q9CQ58
P01236	Q9QUN5
P01236	P21702
P01236	Q9QUL0
P01236	Q9DAZ2
P01236	Q9JII3
P01236	P04095
P01236	O54830
P01236	Q9DAY2
P01236	Q9JLV9
P01236	Q9DAS4
P01236	P18121
P01236	P01239
P01236	P04769
P01236	P09586
P01236	O35258
P01236	P01237
P01236	P09321
P01236	P06879
P01236	Q8CJ42
P01236	Q63545
P01236	Q9R005
P01236	Q8CGZ9
